14068,14236,-0.0461764705882,11.1784117647,-2.40217647059,0.211363983602,0.384578158326,0.31132661784
14155,14319,-0.1323125,10.97875,-2.6368125,0.146063222078,0.14508036566,0.167396318191
14236,14401,-0.086125,10.8595625,-2.9084375,0.193838165424,0.242910212,0.324511164821
14319,14484,0.2209375,10.4141875,-3.15075,0.305240574947,0.32714584262,0.196337560085
14401,14569,0.4919375,9.7695,-3.345375,0.219190404885,0.419031920025,0.386005646818
14484,14650,0.6505625,9.1458125,-3.7973125,0.319557109284,0.301785150966,0.401330867046
14569,14732,0.91225,8.8185,-3.98275,0.513110185535,0.17028321996,0.239327312482
14650,14813,0.976375,8.7196875,-4.0006875,0.591794186669,0.0783619157739,0.307892375423
14732,14895,0.7273125,8.745375,-3.993625,0.76069612188,0.166974127861,0.253844409777
14813,14977,0.791875,8.6113125,-4.018125,0.943213249682,0.336261007022,0.327229444542
14895,15063,0.714,8.3905,-4.577625,1.21076551198,0.35814085916,0.555233045104
14977,15152,0.389533333333,8.1288,-5.20466666667,1.17431391979,0.411541038861,0.206374632377
15063,15226,0.604,7.66025,-5.52225,0.839786505607,0.340221894504,0.189837265836
15158,15327,0.735666666667,7.33938888889,-5.59072222222,0.507162695789,0.384447242283,0.326233523306
15236,15399,0.783375,7.0710625,-5.1619375,0.252931531002,0.372808843234,0.568043733874
15317,15480,0.7248125,6.84975,-4.5550625,0.182660620671,0.190105727163,0.316777814239
15399,15570,0.2819375,6.94075,-4.36875,0.358274592448,0.453796967266,0.301101000497
15480,15648,0.1376875,7.359125,-4.1993125,0.256621004292,0.55543089973,0.545193855288
